snapshot_id,snapshot_date,warehouse_id,product_sku,quantity_on_hand,reserved_qty,available_qty,unit_cost,last_received_date,snapshot_date_raw,last_received_date_raw
SNP240765,,WH106,SKU100307,16,1,15,196.12,,06 Jan 2025,24/02/2023
SNP240766,,WH105,SKU100588,21,1,21,52.68,,2024/02/26,
SNP240767,2025-12-29,WH105,SKU100160,17,2,15,78.66,,29/12/2025,20-04-2025 00:00:00
SNP240768,,WH106,SKU100006,17,3,14,₹152,,10-Jun-2024,
SNP240769,,WH109,SKU100266,15,2,13,170.82,,05/13/2024,06-Oct-2023
SNP240770,,WH105,SKU100253,16,1,15,182.56,,2024-10-07,22/02/2025
SNP240771,,WH107,SKU100536,15,1,14,58.71,,2024-11-04 00:00:00,14 Mar 2025
SNP240772,,WH103,SKU100372,14,3,11,₹149,,2024-02-26 00:00:00,27-Jan-2023
SNP240773,,WH104,SKU100014,14,3,11,146,2025-12-11,01-04-2024 00:00:00,2025/12/11
SNP240774,,WH106,SKU100396,17,1,16,164.76,,17-06-2024 00:00:00,28/12/2024
SNP240775,,WH108,SKU100168,18,3,15,124,2025-11-06,2025-11-17,2025/11/06
SNP240776,2025-02-03,WH101,SKU100217,13,3,10,₹60,,03/02/2025,11-03-2023 00:00:00
SNP240777,,WH108,SKU100308,26,4,22,₹47,,03 Mar 2025,01-04-2024 00:00:00
SNP240778,,WH106,SKU100156,16,2,14,141.30,,2024/05/13,11/11/2024
SNP240779,,WH102,SKU100192,20,2,18,75,,10-Nov-2025,
SNP240780,,WH106,SKU100367,21,4,17,65,,2025-06-02,12/31/2023
SNP240781,,WH107,SKU100165,18,1,17,189.21,,2025/11/17,12-Aug-2023
SNP240782,,WH100,SKU100306,14,2,12,124,,17-03-2025 00:00:00,29 Jan 2025
SNP240783,,WH106,SKU100097,22,3,19,136.30,,29 Jan 2024,06/05/2025
SNP240784,,WH108,SKU100457,21,3,18,194,2024-03-11,2024/12/23,2024/03/11
SNP240785,,WH103,SKU100046,15,4,11,₹343,,21 Jul 2025,27-Jan-2025
SNP240786,,WH107,SKU100321,9,2,7,₹130,,09-Jun-2025,28 Nov 2023
SNP240787,,WH106,SKU100565,16,1,15,86.27,,21-Jul-2025,07-09-2023 00:00:00
SNP240788,2024-01-15,WH108,SKU100213,34,1,33,208.72,,15/01/2024,16 Oct 2025
SNP240789,,WH103,SKU100384,14,2,12,16.64,,2024-04-08,
SNP240790,,WH102,SKU100429,16,1,15,₹168,,2025-06-30 00:00:00,09/16/2023
SNP240791,2024-09-09,WH105,SKU100383,12,2,10,71.79,2024-05-01,09/09/2024,2024/05/01
SNP240792,,WH105,SKU100039,23,2,21,36.25,,2024-07-22,18-07-2025 00:00:00
SNP240793,2025-01-27,WH101,SKU100224,20,0,20,168.96,,27/01/2025,03-02-2023 16:29:28
SNP240794,,WH101,SKU100190,15,3,12,133,,15 Sep 2025,05/15/2025
SNP240795,,WH104,SKU100059,17,2,15,₹208,,12 May 2025,2024-11-03
SNP240796,,WH109,SKU100490,10,1,9,81.92,,08 Jul 2024,03-08-2025 00:00:00
SNP240797,,WH103,SKU100023,30,1,25,123.38,2024-11-09,09-09-2024 00:00:00,2024/11/09
SNP240798,,WH100,SKU100170,11,1,10,136,,24-11-2025 00:00:00,08-Nov-2023
SNP240799,,WH100,SKU100522,15,6,9,65.18,,12/23/2024,2025-06-16
SNP240800,,WH105,SKU100066,23,2,16,128,2025-09-26,2024/02/12,2025/09/26
SNP240801,,WH105,SKU100204,21,1,20,141.29,,14 Apr 2025,22 Sep 2025
SNP240802,2025-08-25,WH106,SKU100599,18,1,17,91.26,,25/08/2025,24/02/2023
SNP240803,,WH105,SKU100133,20,3,17,167,,2024-09-30 00:00:00,05-09-2023 09:12:34
SNP240804,2025-03-02,WH103,SKU100348,21,4,17,11.49,,02/03/2025,08-Dec-2024
SNP240805,,WH108,SKU100550,14,3,11,163.10,,2025-04-21 00:00:00,05-06-2025 00:00:00
SNP240806,,WH100,SKU100286,25,3,22,70.07,,2025-12-15,2023-04-28
SNP240807,,WH100,SKU100278,24,2,22,203,,2025-08-18 00:00:00,16 Aug 2023
SNP240808,,WH101,SKU100280,12,2,10,321.76,,21 Apr 2025,10-06-2023 00:00:00
SNP240809,2024-01-22,WH103,SKU100081,21,2,19,₹50,2025-05-01,22/01/2024,2025/05/01
SNP240810,,WH107,SKU100013,19,3,16,₹136,,2025-03-03 00:00:00,11/12/2023
SNP240811,2024-02-12,WH101,SKU100570,9,2,7,344.63,,12/02/2024,19/05/2024
SNP240812,,WH109,SKU100086,19,0,19,175.40,,2025/06/09,21 Jan 2024
SNP240813,,WH102,SKU100486,17,1,16,₹22,,2024/03/11,2023-06-21
SNP240814,,WH100,SKU100245,13,4,9,₹108,,2024/10/28,09/18/2025
SNP240815,,WH108,SKU100120,14,2,12,194,2023-09-10,01-Dec-2025,2023/09/10
SNP240816,2024-06-03,WH100,SKU100273,17,3,14,₹346,,03/06/2024,09-11-2024 00:00:00
SNP240817,,WH106,SKU100270,21,2,19,148,,29 Jan 2024,28 Feb 2025
SNP240818,2024-04-03,WH105,SKU100528,18,1,17,154.03,,03/04/2024,2023-04-21
SNP240819,,WH101,SKU100059,17,0,17,126.41,2025-09-18,03-Jun-2024,2025/09/18
SNP240820,,WH106,SKU100130,19,4,15,251,,2025-08-04 00:00:00,07/24/2024
SNP240821,,WH109,SKU100061,14,2,12,242.56,,03 Mar 2025,24/09/2024
SNP240822,,WH104,SKU100174,15,5,10,180.85,,29-Jul-2024,07/31/2025
SNP240823,2025-12-08,WH100,SKU100278,20,0,20,₹155,,08/12/2025,09/14/2024
SNP240824,2025-07-14,WH107,SKU100010,13,3,10,₹27,,14/07/2025,2025-12-31
SNP240825,2025-07-28,WH101,SKU100392,20,0,20,₹38,,28/07/2025,06/25/2024
SNP240826,,WH103,SKU100270,14,3,11,127.85,,09/29/2025,08/16/2024
SNP240827,2025-05-05,WH102,SKU100166,23,3,20,60.12,,05/05/2025,
SNP240828,,WH106,SKU100451,19,3,16,₹220,,2024-02-26,06/20/2023
SNP240829,,WH108,SKU100027,16,2,14,₹142,,2025-02-03,2023-08-22
SNP240830,,WH101,SKU100490,18,3,15,46,,2024-03-04 00:00:00,
SNP240831,,WH100,SKU100064,16,1,18,₹58,,25 Nov 2024,16-12-2024 00:00:00
SNP240832,,WH103,SKU100325,21,2,19,₹163,2023-12-22,2024-08-26,2023/12/22
SNP240833,,WH108,SKU100045,17,1,16,90,,2024/04/29,02/20/2023
SNP240834,2024-04-01,WH104,SKU100412,11,2,9,110.10,,01/04/2024,28-Jan-2024
SNP240835,,WH108,SKU100467,21,2,19,229.64,,15 Jul 2024,02-May-2025
SNP240836,,WH101,SKU100417,12,2,10,₹153,,11 Mar 2024,15 Apr 2025
SNP240837,2025-06-09,WH101,SKU100117,18,2,16,38.38,,09/06/2025,01/12/2025
SNP240838,,WH104,SKU100302,31,1,30,207,,2025-07-14,13-07-2024 00:00:00
SNP240839,,WH101,SKU100216,16,7,9,62.15,,02/26/2024,04 Jul 2024
SNP240840,,WH105,SKU100385,14,1,13,150.30,,13-May-2024,03-Jul-2023
SNP240841,,WH101,SKU100134,25,2,23,152.1,2024-08-08,11 Mar 2024,2024/08/08
SNP240842,2025-06-16,WH103,SKU100269,13,2,11,102,2025-11-01,16/06/2025,2025/11/01
SNP240843,,WH102,SKU100311,17,4,13,₹198,,23-Sep-2024,27-Sep-2024
SNP240844,,WH103,SKU100024,13,4,9,138.26,,2025-10-27 00:00:00,29-Aug-2025
SNP240845,,WH108,SKU100580,11,2,9,186.62,,02/19/2024,20-10-2025 00:00:00
SNP240846,,WH105,SKU100161,20,1,19,86.07,2025-11-03,2025-07-21,2025/11/03
SNP240847,,WH103,SKU100027,11,1,10,103.1,,27-10-2025 00:00:00,05 Jan 2025
SNP240848,2025-09-01,WH104,SKU100141,13,3,10,8.36,,01/09/2025,29-Jan-2025
SNP240849,,WH107,SKU100314,6,0,6,₹140,2024-06-12,26-Aug-2024,2024/06/12
SNP240850,2025-02-03,WH103,SKU100088,18,2,16,134,,03/02/2025,
SNP240851,2024-09-09,WH108,SKU100487,20,0,20,51.61,,09/09/2024,23 Sep 2023
SNP240852,,WH105,SKU100030,25,1,24,114.48,,09/16/2024,28-Jul-2024
SNP240853,,WH103,SKU100577,18,4,14,138,,2025/12/08,10/08/2023
SNP240854,2025-09-08,WH100,SKU100199,24,2,22,71.95,,08/09/2025,01/25/2025
SNP240855,,WH102,SKU100393,16,2,14,₹188,,2025/03/03,05-02-2025 00:00:00
SNP240856,,WH103,SKU100098,16,1,15,₹120,,16-09-2024 00:00:00,05-Jul-2025
SNP240857,,WH109,SKU100041,16,2,14,312.67,,2025-08-25,2023-04-17
SNP240858,,WH102,SKU100029,15,1,14,₹5,,24 Nov 2025,11-Sep-2023
SNP240859,,WH109,SKU100408,12,6,6,158.94,,17-06-2024 00:00:00,20 Jul 2023
SNP240860,,WH108,SKU100235,19,2,17,186,,2024/02/05,02/20/2023
SNP240861,,WH100,SKU100391,14,2,12,₹131,,2025-12-08 00:00:00,23-May-2024
SNP240862,,WH100,SKU100408,20,4,16,200,,2024/08/12,09-11-2024 00:00:00
SNP240863,,WH100,SKU100226,17,2,15,₹158,2023-04-27,2025-09-29 00:00:00,2023/04/27
SNP240864,2024-06-05,WH107,SKU100128,15,5,10,₹146,2023-05-04,05/06/2024,2023/05/04
SNP240865,,WH105,SKU100580,20,2,18,20.91,,2024-07-22 00:00:00,27 Oct 2024
SNP240866,,WH103,SKU100417,23,3,20,205,,23 Dec 2024,06/02/2025
SNP240867,,WH108,SKU100003,11,1,10,₹35,,2024-01-29 00:00:00,09/09/2024
SNP240868,,WH106,SKU100187,20,2,18,91,,17-Feb-2025,05 Mar 2023
SNP240869,,WH107,SKU100419,11,1,10,166,,07-04-2025 00:00:00,03/03/2023
SNP240870,2024-03-25,WH102,SKU100049,29,2,27,167.92,,25/03/2024,27 Oct 2023
SNP240871,2024-02-05,WH102,SKU100280,17,4,13,220,,05/02/2024,02-Dec-2025
SNP240872,,WH109,SKU100145,16,6,10,69.74,,2024/10/28,2023-06-18
SNP240873,,WH100,SKU100081,13,2,11,93.86,,07-07-2025 00:00:00,17 Jan 2024
SNP240874,,WH103,SKU100488,19,2,15,95.77,,20-Jan-2025,01/07/2023
SNP240875,,WH101,SKU100521,19,1,18,₹105,,2025/10/06,
SNP240876,2025-03-03,WH101,SKU100130,32,1,31,105.12,,03/03/2025,12-Jan-2025
SNP240877,,WH109,SKU100321,14,2,12,₹27,,01-Sep-2025,22/12/2024
SNP240878,,WH100,SKU100597,17,3,14,106,,2025-04-14 00:00:00,02 Jun 2024
SNP240879,2024-05-02,WH106,SKU100085,20,2,18,₹151,,02/05/2024,06 Mar 2025
SNP240880,,WH103,SKU100351,17,0,17,₹178,,2024-02-19 00:00:00,2023-02-15
SNP240881,,WH101,SKU100365,10,1,9,146.02,,01/22/2024,20/02/2024
SNP240882,2024-12-30,WH109,SKU100498,18,2,16,102.43,,30/12/2024,
SNP240883,,WH103,SKU100198,11,3,8,₹198,,20-May-2024,2024-05-22
SNP240884,,WH101,SKU100043,22,1,21,₹160,,09/23/2024,14-Jun-2025
SNP240885,,WH109,SKU100245,10,3,7,132.46,,2024/04/15,12/12/2024
SNP240886,,WH101,SKU100582,14,2,12,156.91,,24-Feb-2025,03/03/2023
SNP240887,2025-01-27,WH105,SKU100171,20,2,18,80,,27/01/2025,27-Jan-2025
SNP240888,,WH103,SKU100518,21,2,19,20,2025-11-12,13 May 2024,2025/11/12
SNP240889,,WH102,SKU100175,18,0,18,80.2,2025-12-23,2024-02-19 00:00:00,2025/12/23
SNP240890,,WH105,SKU100492,21,3,18,30.10,,26-May-2025,21-05-2025 00:00:00
SNP240891,2024-01-07,WH102,SKU100056,15,2,13,166.22,,07/01/2024,27-Apr-2024
SNP240892,,WH100,SKU100075,25,4,21,32,,2025/06/30,26 Jul 2023
SNP240893,,WH100,SKU100517,24,1,23,5.36,,2025/02/10,27/11/2024
SNP240894,,WH101,SKU100403,15,0,15,135.26,,01-Jul-2024,19-Jul-2024
SNP240895,,WH106,SKU100536,19,2,17,99.26,,2024-03-18 00:00:00,2025-04-24
SNP240896,2024-01-07,WH109,SKU100090,22,1,21,92,,07/01/2024,2023-11-03
SNP240897,,WH104,SKU100298,12,4,8,₹209,,08-Jan-2024,
SNP240898,2025-07-14,WH107,SKU100247,20,0,24,181.54,2025-01-27,14/07/2025,2025/01/27
SNP240899,,WH109,SKU100260,12,0,12,75.93,2023-07-19,2024/04/01,2023/07/19
SNP240900,,WH105,SKU100362,18,2,16,85.51,,25-11-2024 00:00:00,2024-05-08
SNP240901,,WH109,SKU100519,11,3,8,177,,19-08-2024 00:00:00,18-Dec-2024
SNP240902,,WH105,SKU100194,14,2,12,₹100,,22-07-2024 00:00:00,14-10-2024 00:00:00
SNP240903,,WH103,SKU100307,14,1,13,126.78,2023-08-17,09-Dec-2024,2023/08/17
SNP240904,,WH100,SKU100240,15,3,12,178,,2025/12/22,22-03-2023 00:00:00
SNP240905,,WH105,SKU100463,20,2,18,₹278,,23-Dec-2024,12-04-2023 17:17:19
SNP240906,,WH108,SKU100013,15,1,14,32,,26-Aug-2024,02/02/2023
SNP240907,,WH100,SKU100351,9,1,8,193.69,,2024/02/12,
SNP240908,,WH106,SKU100508,11,1,10,₹132,,15-09-2025 00:00:00,07 Apr 2024
SNP240909,,WH108,SKU100057,16,1,15,92.65,,2025-07-14 00:00:00,03 Jan 2023
SNP240910,,WH105,SKU100181,15,3,12,155.31,2023-10-07,2024/01/08,2023/10/07
SNP240911,,WH103,SKU100144,20,2,18,274.02,2024-08-22,12/30/2024,2024/08/22
SNP240912,,WH100,SKU100225,18,4,14,₹179,,2025/03/17,
SNP240913,,WH102,SKU100443,27,0,27,₹59,,12 May 2025,07-02-2024 12:59:50
SNP240914,,WH104,SKU100335,13,1,12,137.43,,2025-12-01,26-07-2025 00:00:00
SNP240915,,WH109,SKU100325,17,3,14,215.34,2023-11-03,30-Jun-2025,2023/11/03
SNP240916,,WH104,SKU100503,8,1,7,167.75,,27-01-2025 00:00:00,11/04/2023
SNP240917,2025-02-10,WH102,SKU100187,10,0,10,107,,10/02/2025,2023-08-21
SNP240918,,WH109,SKU100038,12,1,11,84.71,,05-May-2025,18 Jul 2023
SNP240919,,WH109,SKU100547,13,2,11,₹89,,2024-08-05 00:00:00,26/02/2024
SNP240920,,WH108,SKU100476,22,6,16,₹131,,2024/12/23,29-Nov-2024
SNP240921,2025-05-12,WH104,SKU100129,18,2,16,35,,12/05/2025,
SNP240922,,WH101,SKU100195,13,5,8,131.78,,2024-08-19,
SNP240923,,WH106,SKU100217,17,0,17,187.02,,2025-12-01,19-Apr-2024
SNP240924,2024-08-07,WH107,SKU100551,14,2,12,₹115,,07/08/2024,04/02/2025
SNP240925,,WH102,SKU100078,14,0,14,148.99,,13-May-2024,14-Sep-2025
SNP240926,,WH106,SKU100141,27,0,27,₹118,,2024-05-06,2025-04-26
SNP240927,,WH104,SKU100525,19,1,18,251.52,,12-Aug-2024,10/06/2024
SNP240928,,WH108,SKU100216,16,1,15,174,2025-09-08,17-11-2025 00:00:00,2025/09/08
SNP240929,,WH101,SKU100038,13,4,9,₹264,,21 Oct 2024,26-Jul-2024
SNP240930,,WH102,SKU100086,14,1,13,₹116,2024-03-17,07 Oct 2024,2024/03/17
SNP240931,,WH104,SKU100188,19,2,17,71.44,,02-09-2024 00:00:00,30-11-2024 00:00:00
SNP240932,,WH101,SKU100425,15,0,15,37,,2024-10-21 00:00:00,01/03/2024
SNP240933,,WH105,SKU100277,9,2,7,₹114,,01-Dec-2025,07/16/2024
SNP240934,,WH100,SKU100261,12,1,11,₹179,,09-Jun-2025,
SNP240935,,WH100,SKU100220,20,3,17,60.74,,2024-09-16,
SNP240936,,WH104,SKU100586,10,1,9,13.55,,26-02-2024 00:00:00,2025-11-29
SNP240937,,WH101,SKU100218,25,1,24,149.11,,07/21/2025,21-Feb-2025
SNP240938,,WH100,SKU100212,12,3,9,₹129,,26 Aug 2024,16-10-2023 00:00:00
SNP240939,,WH102,SKU100339,16,1,15,168.29,2023-10-13,01/15/2024,2023/10/13
SNP240940,,WH103,SKU100515,20,0,20,143,,2025-11-24 00:00:00,
SNP240941,,WH103,SKU100355,19,1,18,292,,2025/11/03,16/02/2025
SNP240942,,WH104,SKU100353,18,2,16,238,,04-Aug-2025,07/17/2025
SNP240943,,WH102,SKU100010,17,2,13,₹50,,27-May-2024,2024-07-24
SNP240944,,WH109,SKU100538,18,1,17,₹95,,20-05-2024 00:00:00,26-Mar-2025
SNP240945,,WH106,SKU100091,19,0,19,₹48,,30 Dec 2024,01/11/2023
SNP240946,,WH105,SKU100118,27,3,24,37,,04-03-2024 00:00:00,02 May 2025
SNP240947,,WH103,SKU100251,11,0,11,₹57,,26-02-2024 00:00:00,06-Sep-2023
SNP240948,2024-09-12,WH105,SKU100473,12,0,12,118.97,2024-05-04,12/09/2024,2024/05/04
SNP240949,,WH109,SKU100461,11,5,6,99,,2025/09/08,27-11-2024 16:23:02
SNP240950,2025-12-01,WH104,SKU100590,19,3,16,216,,01/12/2025,2024-09-08
SNP240951,2025-04-14,WH104,SKU100488,14,1,13,89,2024-04-27,14/04/2025,2024/04/27
SNP240952,,WH106,SKU100173,16,0,16,139.42,2023-04-30,13-01-2025 00:00:00,2023/04/30
SNP240953,,WH105,SKU100371,21,2,19,140.45,,15-07-2024 00:00:00,22/12/2025
SNP240954,,WH105,SKU100543,17,1,16,123.25,,06/23/2025,31-Oct-2025
SNP240955,,WH101,SKU100584,18,4,14,₹39,,2025-07-14 00:00:00,14-03-2025 00:00:00
SNP240956,2025-07-07,WH104,SKU100038,19,2,17,96.05,,07/07/2025,30 Jan 2023
SNP240957,,WH105,SKU100121,18,0,18,277.71,,12-May-2025,13-Mar-2024
SNP240958,2025-01-06,WH104,SKU100544,16,2,14,296.71,2025-04-05,06/01/2025,2025/04/05
SNP240959,2024-03-06,WH107,SKU100440,12,0,12,206.79,,06/03/2024,
SNP240960,,WH109,SKU100125,12,0,12,122.07,,2025-07-28,09/04/2025
SNP240961,,WH108,SKU100236,20,1,19,₹66,,21-10-2024 00:00:00,20-May-2023
SNP240962,,WH108,SKU100218,15,2,13,107.08,,2025/01/06,06/04/2025
SNP240963,,WH109,SKU100592,13,3,10,₹109,,01-09-2025 00:00:00,2023-09-18
SNP240964,2024-11-25,WH102,SKU100548,28,7,21,₹152,,25/11/2024,15-Aug-2024
SNP240965,2025-12-29,WH106,SKU100181,22,1,21,₹75,2025-01-02,29/12/2025,2025/01/02
SNP240966,,WH109,SKU100554,19,2,17,149,,02/26/2024,28/07/2024
SNP240967,2024-09-12,WH103,SKU100055,9,1,8,39.73,,12/09/2024,09-07-2024 00:00:00
SNP240968,,WH107,SKU100243,22,2,20,32.23,,2024-09-02,03 Apr 2025
SNP240969,,WH106,SKU100473,25,1,24,97,2025-11-08,05/27/2024,2025/11/08
SNP240970,,WH109,SKU100169,15,2,13,149.36,,2025-05-12,20-Sep-2024
SNP240971,,WH104,SKU100137,15,2,13,158.23,,10/20/2025,24/08/2024
SNP240972,,WH103,SKU100027,16,3,13,3.00,,10/28/2024,10/25/2023
SNP240973,,WH101,SKU100093,14,0,14,₹35,,2025/12/22,11/02/2023
SNP240974,,WH108,SKU100426,14,1,13,240.97,,27-Oct-2025,2025-03-05
SNP240975,,WH109,SKU100474,22,5,17,161.12,,01/27/2025,
SNP240976,,WH106,SKU100228,17,1,16,43,,05/19/2025,12 Apr 2023
SNP240977,,WH108,SKU100275,16,2,14,₹108,,05/13/2024,
SNP240978,,WH103,SKU100184,14,3,11,54.03,,2024-05-13 00:00:00,
SNP240979,,WH101,SKU100475,21,1,20,₹170,,16-12-2024 00:00:00,22 Nov 2025
SNP240980,,WH102,SKU100363,16,2,14,115.94,,19-Feb-2024,18/07/2025
SNP240981,2025-06-10,WH102,SKU100269,17,2,15,₹36,2025-08-28,10/06/2025,2025/08/28
SNP240982,2025-08-04,WH100,SKU100365,7,5,2,242,,04/08/2025,2024-12-20
SNP240983,,WH108,SKU100167,23,1,22,124.34,,2024-11-11 00:00:00,31-01-2025 00:00:00
SNP240984,,WH104,SKU100182,17,1,16,₹130,,01-04-2024 00:00:00,2023-07-11
SNP240985,2025-08-04,WH103,SKU100145,20,2,18,165,,04/08/2025,01-Jul-2024
SNP240986,,WH100,SKU100529,18,2,16,8,,2025-04-21,01-06-2025 00:00:00
SNP240987,,WH106,SKU100036,20,5,15,₹151,2025-08-23,2024-04-08 00:00:00,2025/08/23
SNP240988,,WH107,SKU100402,14,3,11,99.04,,09 Jun 2025,13-Jun-2023
SNP240989,,WH100,SKU100131,22,1,21,23.97,,2025-09-22 00:00:00,03-11-2025 00:00:00
SNP240990,,WH107,SKU100030,20,2,18,52.86,,2024-02-12 00:00:00,12-Jun-2025
SNP240991,,WH104,SKU100270,15,2,13,₹95,,18-11-2024 00:00:00,10/06/2024
SNP240992,,WH101,SKU100400,22,3,19,9.86,,03-Feb-2025,05/28/2025
SNP240993,,WH100,SKU100262,9,4,5,₹57,,13 Oct 2025,04/27/2025
SNP240994,,WH107,SKU100367,14,1,13,203.69,2024-06-17,29-09-2025 00:00:00,2024/06/17
SNP240995,,WH105,SKU100090,18,2,16,106.09,,2024-12-30 00:00:00,24 Oct 2023
SNP240996,,WH103,SKU100179,10,4,6,60.31,,25 Nov 2024,22 Jun 2024
SNP240997,2025-06-30,WH100,SKU100390,17,2,15,96.24,,30/06/2025,09/13/2023
SNP240998,,WH101,SKU100178,25,4,21,152,,2025-12-01 00:00:00,2025-01-01
SNP240999,,WH109,SKU100117,25,6,19,198.75,,31-03-2025 00:00:00,26-02-2025 00:00:00
SNP241000,,WH106,SKU100281,18,2,16,175,,2025-12-01 00:00:00,15-Aug-2024
SNP241001,2025-09-06,WH102,SKU100329,14,1,13,202.43,,06/09/2025,11 Dec 2024
SNP241002,2025-08-11,WH100,SKU100393,25,4,21,133.40,,11/08/2025,15-Jan-2024
SNP241003,,WH108,SKU100568,15,1,14,148,,11/24/2025,08 Jan 2025
SNP241004,,WH101,SKU100265,19,4,15,₹239,,13-10-2025 00:00:00,02-03-2025 21:48:17
SNP241005,,WH102,SKU100313,20,0,20,168,,2024-01-01 00:00:00,19-Nov-2023
SNP241006,,WH100,SKU100163,27,1,26,163,,05 Feb 2024,22-06-2024 00:00:00
SNP241007,,WH106,SKU100559,21,1,20,386.18,2023-06-14,03 Nov 2025,2023/06/14
SNP241008,,WH101,SKU100537,17,2,15,35.08,2023-05-09,12-08-2024 00:00:00,2023/05/09
SNP241009,,WH107,SKU100472,26,3,23,91.59,,26-08-2024 00:00:00,02/17/2024
SNP241010,,WH105,SKU100546,12,1,11,58,,30 Dec 2024,22 May 2025
SNP241011,,WH100,SKU100365,12,0,12,62.90,,2025-06-16,10 Oct 2023
SNP241012,2024-05-13,WH101,SKU100175,24,1,23,₹199,2024-01-28,13/05/2024,2024/01/28
SNP241013,2025-10-06,WH100,SKU100079,14,2,12,100.46,,06/10/2025,2025-12-13
SNP241014,,WH103,SKU100569,18,2,16,₹173,2024-03-05,2025-06-30,2024/03/05
SNP241015,,WH109,SKU100365,24,4,20,198.83,,2025-01-13 00:00:00,14/05/2025
SNP241016,2024-10-07,WH107,SKU100404,19,1,18,118,,07/10/2024,22-Jun-2024
SNP241017,2025-06-10,WH104,SKU100211,21,2,19,216,,10/06/2025,03/02/2023
SNP241018,,WH104,SKU100536,20,3,17,192,,19 May 2025,01/05/2025
SNP241019,,WH108,SKU100384,19,1,18,158.55,,22-Sep-2025,16/09/2023
SNP241020,,WH101,SKU100243,20,4,16,62,,08 Jan 2024,09/24/2024
SNP241021,,WH104,SKU100005,18,1,17,8.50,,07 Apr 2025,14 Feb 2025
SNP241022,,WH102,SKU100290,13,0,13,39,,15-Dec-2025,08/01/2025
SNP241023,,WH102,SKU100187,17,3,14,52.82,,01 Sep 2025,22-May-2025
SNP241024,,WH109,SKU100566,19,2,17,157.05,,2025/12/01,08/01/2025
SNP241025,,WH107,SKU100168,24,5,19,18.91,2023-01-14,08/18/2025,2023/01/14
SNP241026,,WH109,SKU100541,10,3,7,₹290,,04-03-2024 00:00:00,21 Oct 2023
SNP241027,2024-02-26,WH107,SKU100273,19,1,18,151.94,2025-07-30,26/02/2024,2025/07/30
SNP241028,,WH102,SKU100036,12,4,8,75,,22 Apr 2024,21 May 2023
SNP241029,,WH103,SKU100562,16,4,12,₹291,,05-May-2025,16-05-2024 11:29:27
SNP241030,,WH102,SKU100268,25,1,24,206,,2024-08-19,09/12/2025
SNP241031,,WH104,SKU100112,22,0,22,42.21,,14-Apr-2025,06-Dec-2023
SNP241032,2025-08-11,WH104,SKU100409,17,1,16,11.14,,11/08/2025,21 Apr 2023
SNP241033,,WH106,SKU100047,14,1,13,119.06,,24 Mar 2025,02/15/2025
SNP241034,,WH101,SKU100445,16,3,13,256.70,,09 Jun 2025,2024-03-11
SNP241035,,WH102,SKU100489,20,1,19,₹132,,12/29/2025,21 Mar 2024
SNP241036,,WH102,SKU100478,21,1,20,₹58,,24 Feb 2025,19-12-2024 00:00:00
SNP241037,,WH107,SKU100098,16,3,13,₹280,,21 Apr 2025,24-Aug-2024
SNP241038,2024-11-25,WH103,SKU100105,23,4,19,63,,25/11/2024,11 Oct 2023
SNP241039,,WH100,SKU100478,24,7,17,92.02,,02-06-2025 00:00:00,24 Jan 2023
SNP241040,,WH109,SKU100114,14,1,13,165.82,,21-Jul-2025,25 May 2025
SNP241041,,WH107,SKU100038,10,1,9,178,,2024/10/28,02/01/2023
SNP241042,,WH101,SKU100464,16,2,14,41,,26 Feb 2024,2025-10-24
SNP241043,,WH106,SKU100250,8,3,5,₹177,,29-Jan-2024,27-06-2025 00:00:00
SNP241044,,WH108,SKU100404,19,1,18,103.2,,2024-11-25,28/07/2025
SNP241045,,WH100,SKU100224,12,1,11,₹85,,25-Nov-2024,2024-12-29
SNP241046,,WH106,SKU100279,19,5,14,123,,29-Dec-2025,
SNP241047,2025-05-26,WH104,SKU100552,24,2,22,5.44,,26/05/2025,2023-11-05
SNP241048,2024-04-22,WH103,SKU100461,13,1,12,53.0,,22/04/2024,
SNP241049,,WH108,SKU100463,15,3,12,₹190,,2025-11-24 00:00:00,06 Aug 2023
SNP241050,,WH100,SKU100588,7,2,5,₹231,,2024/11/11,
SNP241051,,WH106,SKU100064,16,2,14,28.54,,2025/10/20,
SNP241052,,WH104,SKU100093,11,2,9,159,,02-Sep-2024,16-Jun-2024
SNP241053,,WH102,SKU100356,24,4,20,158.3,,24-Mar-2025,22 Aug 2023
SNP241054,,WH103,SKU100237,20,2,18,66.26,,04/29/2024,2025-03-11
SNP241055,,WH105,SKU100168,28,3,25,106.92,,28 Apr 2025,02 Jun 2025
SNP241056,,WH107,SKU100516,17,3,14,47.38,,2024/09/09,16 Mar 2025
SNP241057,2024-06-17,WH100,SKU100204,17,2,15,101,,17/06/2024,11/22/2023
SNP241058,,WH104,SKU100370,10,2,8,71.96,,26-Aug-2024,
SNP241059,2024-06-03,WH106,SKU100438,9,1,8,126.48,,03/06/2024,22-04-2025 00:00:00
SNP241060,,WH108,SKU100179,16,3,13,74,,26-05-2025 00:00:00,17-Sep-2024
SNP241061,,WH109,SKU100586,11,3,8,₹43,,2024-09-02 00:00:00,13 Feb 2025
SNP241062,,WH106,SKU100484,9,4,5,72.46,2024-09-12,20-01-2025 00:00:00,2024/09/12
SNP241063,,WH104,SKU100306,20,1,19,147.41,,07/28/2025,
SNP241064,,WH108,SKU100286,24,3,21,187.6,,10/27/2025,13/08/2024
