transaction_id,transaction_date,customer_id,store_id,product_sku,quantity,unit_price,total_amount,discount_amount,payment_type,fulfilled_by_warehouse_id,return_flag,promo_code
T1189135,04/12/2024,118692.0,DM0178,SKU100492,4,63.11,252.44,24.4,credit,WH105,N,FEST20
T1189136,2024/01/16,100738.0,DM0013,SKU100146,3,445.67,1337.01,136.03,card,WH104,N,FIRST50
T1189137,19-Nov-2025,104878.0,DM0023,SKU100232,4,1012.67,4050.68,985.07,UPI,WH103,N,SUMMER5
T1189138,08-05-2024 00:00:00,104299.0,DM0175,SKU100514,1,₹816,816.84,216.07,credit,WH105,N,
T1189139,2025/12/18,104923.0,DM0050,SKU100247,1,334.0,334.0,19.27,cash,WH102,N,FIRST50
T1189140,04/03/2025,104741.0,DM0112,SKU100441,1,399,399.79,93.1,UPI,WH106,N,
T1189141,26/06/2024,102868.0,DM0115,SKU100343,3,247.61,742.83,207.49,UPI,WH101,N,SUMMER5
T1189142,18 Nov 2025,115608.0,DM0117,SKU100037,1,147.69,147.69,8.48,cash,WH103,N,NEW10
T1189143,25-08-2024 00:00:00,116312.0,DM0081,SKU100426,1,555.94,555.94,80.32,credit,WH103,N,SUMMER5
T1189144,2024-12-18,115972.0,DM0161,SKU100245,5,819.37,4096.85,642.3,card,WH102,N,NEW10
T1189145,2025/06/19,117069.0,DM0197,SKU100257,1,567.76,567.76,87.13,card,WH109,N,NEW10
T1189146,03/08/2025,111150.0,DM0097,SKU100154,3,850,2552.43,660.41,credit,WH101,N,FEST20
T1189147,2025-05-09,116419.0,DM0047,SKU100020,7,₹752,5268.2,168.19,card,WH105,N,SUMMER5
T1189148,14 May 2024,104516.0,DM0191,SKU100375,2,514.17,1028.34,307.79,UPI,WH107,N,OLD_PROMO
T1189149,2024-07-04 00:00:00,116321.0,DM0039,SKU100577,3,83.65,250.95,43.26,credit,WH100,N,NEW10
T1189150,04/18/2025,111017.0,DM0050,SKU100551,1,₹410,410.12,11.78,cash,WH108,N,
T1189151,06/24/2024,108421.0,DM0068,SKU100592,1,114.84,114.84,26.87,card,WH100,N,
T1189152,07/18/2025,109061.0,DM0143,SKU100364,3,₹297,891.3,254.16,UPI,WH105,N,
T1189153,14 Jan 2024,100434.0,DM0196,SKU100296,1,346.52,346.52,33.95,card,WH100,N,
T1189154,20-Dec-2025,103207.0,DM0112,SKU100168,1,1251.24,1251.24,127.44,credit,WH109,N,FEST20
T1189155,05/26/2025,110299.0,DM0174,SKU100211,2,123,246.02,64.3,cash,WH103,N,FEST20
T1189156,27/11/2024,119725.0,DM0031,SKU100267,1,125,125.06,9.41,UPI,WH107,N,FEST20
T1189157,02/02/2024,102730.0,DM0146,SKU100485,3,185.69,557.07,64.63,credit,WH105,N,NEW10
T1189158,09/04/2024,106755.0,DM0048,SKU100118,3,500.06,1500.18,106.92,card,WH106,N,
T1189159,10/12/2024,104832.0,DM0018,SKU100359,2,735.30,1470.6,325.15,UPI,WH108,N,
T1189160,03/10/2024,102650.0,DM0007,SKU100358,1,₹321,321.26,20.07,UPI,WH108,N,
T1189161,31-01-2024 10:39:55,115458.0,DM0010,SKU100022,1,522.28,522.28,155.27,card,WH100,N,FIRST50
T1189162,2025/01/18,118544.0,DM0029,SKU100159,1,242.16,242.16,53.26,UPI,WH109,N,FIRST50
T1189163,27 Aug 2025,119488.0,DM0023,SKU100413,1,1111.83,1111.83,158.04,cash,,N,FIRST50
T1189164,2024-08-28 00:00:00,109259.0,DM0031,SKU100587,2,712.7,1425.4,178.74,credit,WH105,N,NEW10
T1189165,2024/06/30,110484.0,DM0056,SKU100392,4,654.74,2618.96,435.41,cash,WH103,N,
T1189166,2024-03-11,114280.0,DM0079,SKU100218,1,239.83,239.83,9.8,cash,WH103,N,FIRST50
T1189167,02 May 2025,112519.0,DM0141,SKU100484,1,₹996,996.28,40.55,credit,WH104,N,SUMMER5
T1189168,02-Sep-2024,113324.0,DM0136,SKU100169,2,463.57,927.14,217.78,credit,WH109,N,
T1189169,11/28/2024,118223.0,DM0192,SKU100333,9,328.57,2957.13,776.21,UPI,WH106,N,FEST20
T1189170,23/10/2024,112456.0,DM0199,SKU100255,1,587.16,587.16,70.01,cash,WH105,N,SUMMER5
T1189171,2025-03-21,102214.0,DM0030,SKU100360,3,186.05,558.15,10.14,UPI,WH108,N,
T1189172,03-06-2025 00:00:00,103402.0,DM0078,SKU100131,2,457.02,914.04,84.59,UPI,WH105,N,NEW10
T1189173,26-Mar-2025,118611.0,DM0198,SKU100386,3,325,975.33,83.89,credit,WH105,N,SUMMER5
T1189174,2024/05/14,108825.0,DM0028,SKU100569,1,389.61,389.61,93.03,card,WH100,N,FIRST50
T1189175,2025/03/15,105126.0,DM0063,SKU100095,1,114.74,114.74,7.48,credit,WH105,N,FIRST50
T1189176,08-Oct-2024,110686.0,DM0019,SKU100455,1,598,486.72,92.76,UPI,WH102,N,OLD_PROMO
T1189177,2025/02/20,105193.0,DM0013,SKU100375,3,528.39,1585.17,18.95,credit,WH100,N,FEST20
T1189178,2024-01-04,101832.0,DM0134,SKU100412,2,976.96,1953.92,122.23,credit,WH101,N,OLD_PROMO
T1189179,04 Jun 2024,103788.0,DM0133,SKU100034,3,954.01,2862.03,716.83,credit,WH107,N,NEW10
T1189180,07/26/2024,106813.0,DM0047,SKU100356,2,325.97,651.94,3.72,cash,WH105,Y,OLD_PROMO
T1189181,2024-04-04,105730.0,DM0145,SKU100529,5,1157.46,5787.3,170.93,UPI,WH103,N,NEW10
T1189182,24 Sep 2024,114911.0,DM0153,SKU100312,3,662.79,1988.37,47.74,cash,WH109,N,
T1189183,04/07/2024,115275.0,DM0036,SKU100226,3,347.32,1041.96,188.82,card,,N,FEST20
T1189184,28/12/2025,110104.0,DM0030,SKU100587,1,646.96,646.96,51.82,cash,WH101,N,FIRST50
T1189185,28/08/2024,110435.0,DM0057,SKU100597,1,482.43,482.43,13.76,card,WH100,N,FEST20
T1189186,27-07-2025 00:00:00,104137.0,DM0023,SKU100461,4,₹780,3120.36,523.4,cash,WH101,N,
T1189187,2024-05-02 00:00:00,112063.0,DM0065,SKU100078,3,459.33,1377.99,195.81,card,WH107,N,FIRST50
T1189188,2024-03-15,119215.0,DM0177,SKU100023,3,521.24,1563.72,212.7,cash,WH104,N,
T1189189,04/30/2025,112326.0,DM0040,SKU100225,1,31.69,31.69,8.37,credit,WH107,N,FEST20
T1189190,07-06-2024 22:44:53,104799.0,DM0073,SKU100472,2,435.72,871.44,211.84,cash,WH108,Y,NEW10
T1189191,2025-07-05,111639.0,DM0047,SKU100434,1,79.27,79.27,12.56,UPI,WH108,N,SUMMER5
T1189192,26-04-2024 00:00:00,103120.0,DM0121,SKU100394,4,615.16,2460.64,648.09,cash,WH100,N,
T1189193,2024/07/25,105007.0,DM0052,SKU100574,2,165.82,331.64,31.86,cash,WH103,N,
T1189194,2024/11/01,119888.0,DM0002,SKU100150,3,444.17,1332.51,44.22,cash,WH109,Y,NEW10
T1189195,22/09/2025,109244.0,DM0160,SKU100290,3,267.33,801.99,89.96,UPI,WH106,N,SUMMER5
T1189196,26-07-2024 00:00:00,105241.0,DM0082,SKU100124,3,₹805,2415.42,494.44,cash,WH103,N,FIRST50
T1189197,13-Apr-2024,106599.0,DM0177,SKU100013,1,189.66,189.66,25.59,cash,,N,
T1189198,10-Apr-2025,116428.0,DM0108,SKU100488,1,340.56,340.56,35.37,credit,WH101,N,NEW10
T1189199,2024-01-04,102289.0,DM0076,SKU100322,1,₹581,581.88,142.79,card,WH109,N,OLD_PROMO
T1189200,2025/06/21,109310.0,DM0016,SKU100437,0,1030.21,0.0,0.0,cash,WH109,N,FEST20
T1189201,05 Aug 2025,107083.0,DM0188,SKU100576,1,₹114,59.98,14.76,UPI,WH102,N,SUMMER5
T1189202,05-Jul-2025,115947.0,DM0127,SKU100094,3,321,965.85,92.31,card,WH106,N,FIRST50
T1189203,2024-11-13,110781.0,DM0149,SKU100456,2,559.02,1118.04,303.77,cash,WH102,N,FIRST50
T1189204,2025-10-05,116136.0,DM0160,SKU100091,5,570.97,2854.85,274.06,cash,WH107,N,OLD_PROMO
T1189205,24-03-2025 09:18:06,118140.0,DM0077,SKU100048,3,177.43,532.29,35.85,credit,WH107,Y,
T1189206,10-01-2025 00:00:00,118905.0,DM0058,SKU100435,1,593.55,593.55,54.19,credit,WH104,N,FEST20
T1189207,16-12-2025 00:00:00,106217.0,DM0094,SKU100510,3,"₹1,937",5811.27,880.71,UPI,WH100,N,FIRST50
T1189208,02 Sep 2025,110212.0,DM0161,SKU100403,1,786.46,802.07,235.43,UPI,WH100,N,
T1189209,28 Feb 2024,103622.0,DM0029,SKU100047,1,137.3,159.82,47.28,card,WH100,N,OLD_PROMO
T1189210,08-10-2024 00:00:00,113866.0,DM0190,SKU100308,3,78.60,235.8,2.24,cash,WH105,N,SUMMER5
T1189211,2025-09-17 00:00:00,101369.0,DM0154,SKU100568,1,682.46,682.46,178.94,cash,WH104,N,
T1189212,27/03/2025,104631.0,DM0185,SKU100447,2,54.85,109.7,23.76,credit,WH100,N,SUMMER5
T1189213,2024-11-30,113291.0,DM0183,SKU100553,1,815.38,815.38,165.94,credit,WH105,N,FEST20
T1189214,22/10/2025,114146.0,DM0185,SKU100303,1,214,214.21,20.59,card,WH103,N,OLD_PROMO
T1189215,2025-12-25,118606.0,DM0034,SKU100248,3,"₹1,354",4064.37,914.32,cash,WH101,N,
T1189216,2024-10-10,102705.0,DM0100,SKU100206,4,160.25,641.0,183.55,UPI,WH106,N,
T1189217,2024-03-30 00:00:00,102296.0,DM0101,SKU100423,1,140,140.11,36.94,UPI,WH106,N,SUMMER5
T1189218,25-09-2025 00:00:00,105764.0,DM0165,SKU100489,2,476.03,952.06,15.67,card,WH103,N,SUMMER5
T1189219,04/10/2025,103320.0,DM0135,SKU100111,2,693.84,1387.68,98.86,card,WH102,N,FEST20
T1189220,05-03-2025 00:00:00,102150.0,DM0032,SKU100306,4,281.4,1125.6,159.58,UPI,WH109,N,FIRST50
T1189221,22-Jun-2024,118074.0,DM0069,SKU100380,3,128,385.44,85.96,credit,WH102,N,OLD_PROMO
T1189222,2025-03-26,108248.0,DM0014,SKU100182,3,631.04,1893.12,296.24,credit,WH103,N,
T1189223,12 Sep 2025,118774.0,DM0127,SKU100437,2,693,1386.18,90.16,cash,,N,OLD_PROMO
T1189224,22-Sep-2024,117461.0,DM0059,SKU100142,3,704.89,2114.67,95.93,card,WH104,N,
T1189225,2024-04-20,104768.0,DM0021,SKU100189,1,210.3,210.3,57.9,UPI,WH101,N,FIRST50
T1189226,20/07/2025,110943.0,DM0077,SKU100017,3,122.41,367.23,28.45,credit,WH104,N,
T1189227,2025/06/29,116681.0,DM0146,SKU100480,2,220,440.98,9.13,card,WH108,N,NEW10
T1189228,2025/01/16,107355.0,DM0010,SKU100378,1,941.77,941.77,77.93,cash,WH100,N,
T1189229,15-Jan-2024,107919.0,DM0182,SKU100524,1,485,485.55,18.21,credit,WH102,N,
T1189230,20-May-2025,112172.0,DM0023,SKU100054,1,360,360.4,8.63,UPI,WH108,N,SUMMER5
T1189231,16 Dec 2024,101948.0,DM0006,SKU100383,1,361.24,361.24,26.29,card,WH101,N,
T1189232,12-Dec-2024,115848.0,DM0024,SKU100429,3,638.19,1914.57,486.44,UPI,WH102,N,FEST20
T1189233,28-Jul-2024,112919.0,DM0113,SKU100029,1,994.45,994.45,250.09,credit,WH100,N,
T1189234,12/19/2025,102673.0,DM0065,SKU100268,2,₹226,453.94,42.55,card,WH107,N,
T1189235,12/12/2024,115496.0,DM0104,SKU100315,2,306.51,613.02,10.8,card,WH106,N,SUMMER5
T1189236,01/25/2025,108246.0,DM0114,SKU100135,1,729.4,729.4,170.86,credit,WH104,N,NEW10
T1189237,04/06/2024,113193.0,DM0188,SKU100368,1,₹253,253.25,28.12,card,WH102,N,FIRST50
T1189238,01/06/2025,106555.0,DM0178,SKU100486,5,332.36,1661.8,66.32,UPI,WH106,N,
T1189239,18-Mar-2024,107837.0,DM0115,SKU100211,1,100.51,100.51,12.38,card,WH104,N,
T1189240,06 Jun 2025,107017.0,DM0085,SKU100271,3,₹316,948.81,113.18,UPI,WH104,N,OLD_PROMO
T1189241,2025-03-29 00:00:00,107225.0,DM0128,SKU100390,1,705.78,705.78,30.33,card,WH103,N,OLD_PROMO
T1189242,2024/12/31,102554.0,DM0139,SKU100077,4,55,220.04,3.13,credit,WH103,N,FIRST50
T1189243,30 Mar 2024,118765.0,DM0084,SKU100345,5,27.28,136.4,21.43,credit,WH100,N,
T1189244,16 Nov 2024,104925.0,DM0102,SKU100556,1,587.53,587.53,98.52,card,WH100,N,NEW10
T1189245,2024-01-30 00:00:00,113278.0,DM0041,SKU100046,1,338.64,338.64,31.83,UPI,WH102,N,FEST20
T1189246,04-06-2025 00:00:00,102120.0,DM0115,SKU100540,2,505.65,1011.3,191.83,cash,WH107,N,
T1189247,2025-06-06,100458.0,DM0161,SKU100086,2,₹566,1133.78,1536.3,UPI,WH107,N,FIRST50
T1189248,2025-08-30,104221.0,DM0151,SKU100235,2,"1,061",2123.62,245.66,credit,WH101,N,FIRST50
T1189249,01/06/2024,115481.0,DM0093,SKU100589,3,355.78,1200.75,264.71,credit,WH108,Y,FIRST50
T1189250,07 May 2024,105750.0,DM0194,SKU100096,1,1459.66,1459.66,321.7,credit,WH106,N,NEW10
T1189251,14-04-2024 00:00:00,118628.0,DM0182,SKU100110,2,271.57,543.14,64.03,UPI,WH101,Y,SUMMER5
T1189252,09/23/2025,107232.0,DM0131,SKU100103,2,133.25,266.5,8.94,credit,WH104,N,NEW10
T1189253,09-Mar-2024,110110.0,DM0101,SKU100404,1,449.69,449.69,118.11,card,WH109,N,
T1189254,2024-04-21,109353.0,DM0108,SKU100341,3,1854.36,5563.08,1013.43,UPI,WH108,N,NEW10
T1189255,18-Mar-2024,108318.0,DM0023,SKU100055,1,"1,060",1060.3,109.06,credit,WH101,N,
T1189256,06-Sep-2024,103719.0,DM0010,SKU100232,1,935,935.46,6.59,cash,WH105,N,
T1189257,2025-01-18 00:00:00,110795.0,DM0174,SKU100398,3,41.16,123.48,35.72,credit,WH101,N,OLD_PROMO
T1189258,2024-08-30,111547.0,DM0145,SKU100028,2,48.71,97.42,13.89,card,WH107,N,OLD_PROMO
T1189259,05/20/2024,114743.0,DM0198,SKU100515,2,945.14,1890.28,558.99,cash,WH101,N,OLD_PROMO
T1189260,2024/04/13,115466.0,DM0069,SKU100156,5,500.12,2500.6,390.32,credit,WH108,N,NEW10
T1189261,2025/06/10,101837.0,DM0161,SKU100058,1,289.41,289.41,5.42,credit,WH100,N,SUMMER5
T1189262,2025/07/19,115360.0,DM0129,SKU100059,2,439,879.76,259.09,cash,WH101,N,
T1189263,2025/11/06,101981.0,DM0039,SKU100299,4,31.56,126.24,9.3,UPI,WH109,N,NEW10
T1189264,12/31/2024,100243.0,DM0091,SKU100048,1,207.61,207.61,23.31,credit,WH102,N,
T1189265,2024/11/17,119387.0,DM0110,SKU100572,3,₹312,937.77,247.03,UPI,WH106,N,FIRST50
T1189266,13-Aug-2025,109716.0,DM0176,SKU100526,2,641,1283.04,6.85,cash,WH105,N,FEST20
T1189267,2025/01/24,101455.0,DM0069,SKU100066,1,870.64,870.64,1.9,UPI,WH101,N,
T1189268,11/04/2025,104939.0,DM0197,SKU100443,3,120.21,360.63,37.24,UPI,WH105,N,
T1189269,2024-08-04,111226.0,DM0143,SKU100464,3,47,142.62,9.23,credit,WH108,N,FIRST50
T1189270,2024-06-30 00:00:00,109200.0,DM0009,SKU100122,1,275.33,275.33,28.15,cash,WH103,N,NEW10
T1189271,2024-06-21,117073.0,DM0048,SKU100050,3,221.38,664.14,34.6,cash,WH105,N,
T1189272,03-Sep-2024,104088.0,DM0090,SKU100425,2,₹207,415.36,46.47,card,WH102,N,FEST20
T1189273,27/11/2024,109432.0,DM0071,SKU100569,2,326.97,653.94,77.93,cash,WH100,N,FEST20
T1189274,02/06/2025,104565.0,DM0081,SKU100542,2,278.13,556.26,17.22,card,WH103,Y,
T1189275,11 Jan 2024,118122.0,DM0190,SKU100167,3,63.14,189.42,27.45,credit,WH108,N,OLD_PROMO
T1189276,2025-12-23,109930.0,DM0128,SKU100054,2,408,816.4,55.45,cash,WH100,N,OLD_PROMO
T1189277,29/11/2025,109214.0,DM0169,SKU100393,1,161.9,161.9,29.59,UPI,WH102,N,
T1189278,27/12/2024,117059.0,DM0058,SKU100104,3,₹212,638.49,120.11,cash,WH102,N,FIRST50
T1189279,2024-12-03,105462.0,DM0038,SKU100247,3,319.87,959.61,280.64,UPI,,N,
T1189280,12/11/2025,116113.0,DM0170,SKU100568,4,₹856,3426.72,684.52,credit,WH101,N,
T1189281,2024/03/17,108217.0,DM0025,SKU100477,1,1016.37,1016.37,202.72,credit,WH104,N,
T1189282,20/12/2024,116229.0,DM0181,SKU100543,1,847.57,847.57,189.2,UPI,WH103,N,FIRST50
T1189283,2025-04-21,111480.0,DM0106,SKU100247,1,₹317,317.1,72.35,card,WH100,N,FIRST50
T1189284,2024/12/01,103013.0,DM0177,SKU100457,3,485.92,1457.76,279.47,credit,WH100,N,SUMMER5
T1189285,2024-12-19,104373.0,DM0035,SKU100332,4,842.11,3368.44,744.47,credit,WH102,N,NEW10
T1189286,2025/10/20,101916.0,DM0080,SKU100090,1,513.05,513.05,129.36,credit,WH101,N,FEST20
T1189287,07-Jun-2025,,DM0085,SKU100132,1,189.54,189.54,14.14,credit,WH108,N,FIRST50
T1189288,2024/10/29,107890.0,DM0196,SKU100344,3,429.8,1289.4,38.6,cash,WH109,N,
T1189289,27-Dec-2024,119301.0,DM0068,SKU100392,5,600.32,3001.6,374.84,card,WH104,N,NEW10
T1189290,2025/03/30,105557.0,DM0188,SKU100514,1,735.67,735.67,92.89,UPI,WH100,N,
T1189291,23/07/2024,106229.0,DM0123,SKU100183,2,206.13,412.26,82.35,UPI,WH100,N,FEST20
T1189292,19-Oct-2025,107714.0,DM0144,SKU100123,3,356.78,1070.34,268.5,card,WH102,N,OLD_PROMO
T1189293,2025/10/21,110742.0,DM0191,SKU100197,1,170.83,170.83,34.64,credit,WH104,N,FEST20
T1189294,04/09/2025,103938.0,DM0076,SKU100516,2,627.55,1255.1,338.34,card,,N,
T1189295,2025-11-06,114688.0,DM0149,SKU100237,1,1071.55,1071.55,131.94,credit,WH105,N,
T1189296,04/10/2024,118796.0,DM0155,SKU100192,3,875.22,2625.66,783.18,card,WH108,N,
T1189297,21/05/2025,104387.0,DM0120,SKU100572,3,335.53,1006.59,37.4,UPI,WH108,N,
T1189298,24 Jul 2025,119132.0,DM0114,SKU100019,2,375.7,751.4,216.43,card,WH104,N,
T1189299,05/01/2024,119263.0,DM0179,SKU100070,1,181.48,181.48,23.1,UPI,WH105,N,
T1189300,11-May-2024,115460.0,DM0071,SKU100210,1,235.13,235.13,62.0,cash,WH108,N,FIRST50
T1189301,2024/09/01,106442.0,DM0175,SKU100080,3,308.87,926.61,120.69,card,WH108,N,
T1189302,2024/02/04,108422.0,DM0063,SKU100326,1,322.62,322.62,83.75,credit,WH107,N,OLD_PROMO
T1189303,2024/11/05,104225.0,DM0045,SKU100582,1,1014.03,1014.03,92.22,cash,WH107,N,SUMMER5
T1189304,2025-03-05,108518.0,DM0109,SKU100151,1,799,799.13,163.34,credit,WH105,N,FEST20
T1189305,06/02/2025,118899.0,DM0152,SKU100590,3,987.85,2963.55,862.52,card,WH100,N,FEST20
T1189306,02-07-2024 00:00:00,104249.0,DM0025,SKU100520,4,207.56,830.24,149.42,cash,WH100,N,SUMMER5
T1189307,2024/08/17,108665.0,DM0056,SKU100486,3,383.55,1150.65,259.24,credit,WH101,N,
T1189308,25-May-2024,102907.0,DM0006,SKU100244,1,545.74,545.74,135.72,UPI,WH101,N,
T1189309,05/13/2025,106619.0,DM0101,SKU100599,2,305.46,610.92,101.41,credit,WH105,N,NEW10
T1189310,02/03/2025,113139.0,DM0130,SKU100539,2,199.22,398.44,19.67,cash,WH105,N,SUMMER5
T1189311,2025-07-26 00:00:00,103099.0,DM0030,SKU100090,1,512.9,512.9,3.41,cash,WH106,N,FIRST50
T1189312,2024-08-20 00:00:00,113428.0,DM0127,SKU100199,1,52.5,52.5,8.99,card,WH100,N,
T1189313,2025-12-01 00:00:00,117974.0,DM0058,SKU100216,1,355.96,355.96,1.41,UPI,WH104,N,FEST20
T1189314,02-02-2024 00:00:00,107269.0,DM0038,SKU100007,3,493.69,1481.07,212.49,UPI,WH108,N,
T1189315,16-11-2025 00:00:00,102862.0,DM0088,SKU100566,4,56.96,227.84,12.89,card,WH106,N,NEW10
T1189316,03/26/2025,100482.0,DM0038,SKU100552,2,₹485,971.04,185.86,UPI,WH104,N,
T1189317,2025/10/12,100667.0,DM0014,SKU100227,2,"₹1,266",2533.64,445.77,credit,WH104,N,OLD_PROMO
T1189318,02/08/2025,116315.0,DM0118,SKU100067,3,193.71,581.13,10.22,UPI,WH104,N,OLD_PROMO
T1189319,02 Sep 2024,116984.0,DM0102,SKU100475,3,1326.33,3978.99,448.87,UPI,WH100,N,
T1189320,08-11-2024 12:05:23,117473.0,DM0007,SKU100169,1,372.99,372.99,89.57,cash,WH107,N,OLD_PROMO
T1189321,2025-07-04 00:00:00,117212.0,DM0137,SKU100596,1,1112.73,1112.73,263.24,cash,WH102,N,
T1189322,13-Jun-2025,106365.0,DM0097,SKU100340,3,716.22,2148.66,242.81,UPI,WH109,Y,
T1189323,2025-01-11 00:00:00,119032.0,DM0151,SKU100215,2,422,845.6,9.67,cash,WH109,Y,NEW10
T1189324,24-01-2025 04:19:43,103728.0,DM0104,SKU100269,1,318.24,318.24,32.73,UPI,WH105,N,SUMMER5
T1189325,2024-08-22,118287.0,DM0040,SKU100548,1,592.55,592.55,6.04,credit,WH104,N,OLD_PROMO
T1189326,07/25/2024,104935.0,DM0017,SKU100128,2,586.76,1173.52,91.8,credit,WH103,N,SUMMER5
T1189327,09-09-2024 00:00:00,117971.0,DM0021,SKU100376,1,1668.93,1668.93,52.38,UPI,WH107,N,SUMMER5
T1189328,27-Dec-2025,100558.0,DM0138,SKU100425,6,218.74,1312.44,349.28,cash,WH108,Y,FIRST50
T1189329,05-07-2025 23:53:20,108793.0,DM0177,SKU100455,2,657.37,1314.74,320.83,card,WH109,N,FEST20
T1189330,2025/11/28,114519.0,DM0094,SKU100125,2,803.33,1606.66,27.15,credit,WH100,N,FEST20
T1189331,2025/01/20,110689.0,DM0146,SKU100213,1,213.38,213.38,43.48,card,WH105,N,FEST20
T1189332,2025-03-08 00:00:00,,DM0119,SKU100459,3,919.62,2758.86,124.95,credit,WH106,N,FEST20
T1189333,19 Jun 2024,115858.0,DM0195,SKU100322,3,697.42,2092.26,418.42,cash,WH104,N,OLD_PROMO
T1189334,07/07/2024,111609.0,DM0080,SKU100046,3,371,1115.82,7.24,UPI,WH108,N,OLD_PROMO
T1189335,2025/01/21,118644.0,DM0173,SKU100314,1,76.06,76.06,8.22,credit,WH105,N,FEST20
T1189336,04 Sep 2024,,DM0049,SKU100362,5,1303.16,6515.8,1303.3,card,WH106,N,OLD_PROMO
T1189337,06/14/2025,118374.0,DM0189,SKU100122,2,294.3,588.6,27.44,card,WH106,N,FEST20
T1189338,05/07/2024,106366.0,DM0110,SKU100515,2,1003.16,2006.32,147.31,UPI,WH108,N,NEW10
T1189339,02 Feb 2025,103384.0,DM0008,SKU100214,1,₹242,242.93,4.17,cash,WH106,N,
T1189340,2024-06-20 00:00:00,106662.0,DM0195,SKU100405,4,128.29,513.16,29.28,credit,WH107,N,FIRST50
T1189341,2025/10/03,110758.0,DM0158,SKU100090,2,730.73,1461.46,365.21,cash,WH105,N,
T1189342,2024/12/30,116356.0,DM0021,SKU100052,2,860.47,1720.94,479.82,cash,WH100,N,OLD_PROMO
T1189343,2025-09-21 12:08:48,102100.0,DM0070,SKU100450,2,241,483.9,33.56,UPI,WH109,N,
T1189344,03 Nov 2025,108992.0,DM0196,SKU100432,3,464.38,1393.14,154.38,UPI,WH105,N,SUMMER5
T1189345,2024-09-03 00:00:00,104951.0,DM0154,SKU100495,3,45,136.02,29.06,UPI,WH102,N,
T1189346,17/12/2025,109319.0,DM0105,SKU100464,1,42.74,42.74,9.96,UPI,WH101,N,OLD_PROMO
T1189347,2025-09-24,109310.0,DM0016,SKU100245,3,1235.68,3707.04,388.19,cash,WH106,N,FEST20
T1189348,11/25/2025,109025.0,DM0196,SKU100590,4,1204.85,4819.4,69.94,credit,WH100,N,FEST20
T1189349,07/24/2024,109208.0,DM0102,SKU100568,3,₹566,1698.81,55.03,UPI,WH104,N,
T1189350,12 Dec 2025,104801.0,DM0075,SKU100436,2,226,452.56,6.92,credit,WH103,Y,
T1189351,2025-03-31 00:00:00,119558.0,DM0064,SKU100058,5,390.82,1954.1,482.83,UPI,WH102,N,NEW10
T1189352,10-Mar-2024,115753.0,DM0180,SKU100367,1,662.36,662.36,6.06,card,WH103,N,
T1189353,05-Jul-2024,106675.0,DM0169,SKU100480,1,300,300.03,75.49,credit,WH109,N,
T1189354,2024/04/26,108745.0,DM0012,SKU100354,4,576.28,2305.12,303.71,UPI,WH101,N,FIRST50
T1189355,23/08/2025,108733.0,DM0018,SKU100012,1,806.82,806.82,127.69,UPI,WH107,N,
T1189356,23/11/2025,107996.0,DM0068,SKU100241,2,532.56,1065.12,160.76,UPI,WH109,N,FEST20
T1189357,09/07/2024,101134.0,DM0060,SKU100242,4,278.82,1115.28,94.24,card,WH100,N,NEW10
T1189358,23/01/2024,108440.0,DM0092,SKU100272,2,166.32,332.64,24.57,card,WH107,N,OLD_PROMO
T1189359,02/03/2024,113046.0,DM0149,SKU100240,3,44.3,132.9,4.26,cash,WH104,N,SUMMER5
T1189360,21-08-2025 16:23:34,114486.0,DM0137,SKU100039,1,150.8,150.8,17.79,UPI,WH100,N,
T1189361,23/06/2024,102122.0,DM0165,SKU100420,1,375.94,375.94,13.68,cash,WH104,N,
T1189362,08/03/2025,117717.0,DM0040,SKU100481,5,126.55,632.75,71.7,credit,WH101,N,NEW10
T1189363,09/21/2024,105338.0,DM0194,SKU100032,3,76.35,229.05,56.89,card,WH100,N,OLD_PROMO
T1189364,2024-12-04,113823.0,DM0111,SKU100046,1,311.1,311.1,5.9,card,WH102,N,NEW10
T1189365,08/16/2024,114231.0,DM0042,SKU100096,1,"1,519",1519.88,130.92,credit,WH101,N,FIRST50
T1189366,20 Apr 2025,110443.0,DM0191,SKU100364,4,410.59,1642.36,94.68,card,WH101,N,NEW10
T1189367,2024-12-11,106636.0,DM0042,SKU100213,3,153.84,461.52,9.84,card,WH106,N,FEST20
T1189368,03-Aug-2025,113182.0,DM0154,SKU100408,2,35.61,71.22,21.1,cash,WH109,N,FEST20
T1189369,13/09/2025,116113.0,DM0150,SKU100543,1,592.01,592.01,134.12,credit,WH108,N,SUMMER5
T1189370,16-09-2025 00:00:00,116512.0,DM0139,SKU100281,1,532.89,532.89,73.23,card,WH109,N,FEST20
T1189371,09/02/2024,103708.0,DM0165,SKU100217,2,289.21,578.42,156.73,card,WH108,N,FIRST50
T1189372,2025-09-08 00:00:00,115312.0,DM0140,SKU100031,1,101.85,101.85,14.39,UPI,WH105,N,FEST20
T1189373,03/01/2024,107483.0,DM0140,SKU100470,1,371.99,371.99,3.87,card,WH107,N,
T1189374,2024-02-02,116903.0,DM0052,SKU100587,4,610.96,2443.84,265.99,cash,,N,NEW10
T1189375,2024-09-16 00:00:00,118716.0,DM0195,SKU100123,4,449,1797.12,153.33,credit,WH107,N,FIRST50
T1189376,31-01-2025 02:35:27,102709.0,DM0053,SKU100057,1,85.99,85.99,19.96,cash,WH100,N,SUMMER5
